NomeBanco,CodInst,AnoMes,DataRef,Ano,Trimestre,AnoTri,Adicional de Capital Principal,"Ativos Ponderados pelo Risco (RWA) 
(i) = (f) + (g) + (h)","Ativos Ponderados pelo Risco (RWA) 
(j) = (f) + (g) + (h) + (i)","Capital Complementar 
(b)","Capital Nível II 
(d)","Capital Principal para Comparação com RWA 
(a)","Exposição Total 
(j)","Exposição Total 
(k)",IRRBB,"Patrimônio de Referência Nível I para Comparação com RWA 
(c) = (a) + (b)",Patrimônio de Referência para Comparação com o RWA,"Patrimônio de Referência para Comparação com o RWA 
(e)","RWA para Risco Operacional 
(h)","RWA para Risco de Crédito 
(f)","RWA para Risco de Mercado 
(g) = (g1) + (g2) + (g3) + (g4)","RWA para Risco de Mercado 
(g) = (g1) + (g2) + (g3) + (g4) + (g5)","RWA para Risco de Mercado 
(g) = (g1) + (g2) + (g3) + (g4) + (g5) + (g6)","RWAacs 
(g4)","RWAcam 
(g1)","RWAcom 
(g2)","RWAcva 
(g5)","RWAdrc 
(g6)","RWAjur 
(g3)","RWAsp 
(i)","Razão de Alavancagem 
(n) = (c) / (j)","Razão de Alavancagem 
(o) = (c) / (k)","Índice de Basileia 
(m) = (e) / (i)","Índice de Basileia 
(n) = (e) / (j)","Índice de Capital Nível I 
(l) = (c) / (i)","Índice de Capital Nível I 
(m) = (c) / (j)","Índice de Capital Principal 
(k) = (a) / (i)","Índice de Capital Principal 
(l) = (a) / (j)",Índice de Capital Principal (k) = (a) / (i),"Índice de Imobilização 
(o)","Índice de Imobilização 
(p)",Basileia,MargemBasileia,SemaforoBasileia
Banco Pine,C0080374,202303,2023-03-01,2023,1,2023Q1,205844305.9,8233772235.86,,0.0,156501588.77,759141895.15,18393356176.04,,,759141895.15,915643483.92,,784792566.25,7160286475.34,288693194.27,,,700000.0,64193194.27,31425000.0,,,192375000.0,,0.0412726143007491,,0.111205831020217,,0.09219855412611,,,,0.09219855412611,0.14301138724801,,0.111205831020217,0.0012058310202169992,AMARELO
Banco Pine,C0080374,202306,2023-06-01,2023,2,2023Q2,202512765.62,8100510624.67,,0.0,149457544.0,797113343.73,18195166001.2,,,797113343.73,946570887.73,,784792566.25,7250299278.59,65418779.83,,,750000.0,17031279.83,5825000.0,,,41812500.0,,0.0438090723479758,,0.116853236985732,,0.0984028514575861,,,,0.0984028514575861,0.168988820978432,,0.116853236985732,0.006853236985731995,AMARELO
Banco Pine,C0080374,202309,2023-09-01,2023,3,2023Q3,215271792.06,,8610871682.23,0.0,179816405.18,807467992.35,,20279126728.31,,807467992.35,987284397.53,,976912701.63,7471503608.19,,162455372.41,,600000.0,7680372.41,2637500.0,0.0,,151537500.0,0.0,,0.0398176905331313,,0.11465556960597,,0.0937730838582054,,0.0937730838582054,,,0.150939106941039,0.11465556960597,0.004655569605969995,AMARELO
Banco Pine,C0080374,202312,2023-12-01,2023,4,2023Q4,226612028.62,,9064481144.65,0.0,279331491.39,845133771.34,,21368812965.0,,845133771.34,1124465262.73,,976912701.63,7817612826.31,,269955616.71,,450000.0,14074738.78,2025000.0,30613180.43,,222792697.5,0.0,,0.0395498698371428,,0.124051806693169,,0.0932357581039055,,0.0932357581039055,,,0.133779984287625,0.124051806693169,0.014051806693168994,AMARELO
Banco Pine,C0080374,202403,2024-03-01,2024,1,2024Q1,253798157.3,,10151926292.13,0.0,439709283.26,950197155.05,,23974044509.53,,950197155.05,1389906438.31,,1081773487.0,8858351977.66,,211800827.47,,412687.0,3900779.97,16227739.13,36639250.12,,154620371.25,0.0,,0.0396344119021004,,0.136910611672534,,0.0935977200491117,,0.0935977200491117,,,0.155785383635806,0.136910611672534,0.026910611672533988,ATENCAO
Banco Pine,C0080374,202406,2024-06-01,2024,2,2024Q2,262887600.49,,10515504019.8,0.0,439184636.31,990319209.6,,24463347456.11,,990319209.6,1429503845.91,,1081773487.0,9219256270.63,,214474262.17,,401787.5,16180857.62,67325791.13,28338515.16,,102227310.76,0.0,,0.040481753830981,,0.13594249436055,,0.0941770558724807,,0.0941770558724807,,,0.158074159210221,0.13594249436055,0.025942494360550003,ATENCAO
Banco Pine,C0080374,202409,2024-09-01,2024,3,2024Q3,280305535.44,,11212221417.62,51458871.36,464724148.05,1046781403.96,,24973346003.01,,1098240275.32,1562964423.37,,1328091781.63,9700440089.97,,,183689546.02,432200.0,8762923.84,40857621.63,41063184.17,0.0,92573616.38,0.0,,0.0439764969895356,,0.139398283814999,,0.0979502842847998,,0.0933607502894104,,,0.172283692196527,0.139398283814999,0.029398283814998996,ATENCAO
Banco Pine,C0080374,202412,2024-12-01,2024,4,2024Q4,293560661.49,,11742426459.52,105194641.52,466948192.78,1134972322.8,,32531681388.13,,1240166964.32,1707115157.1,,1328091781.63,10131208600.05,,,283126077.84,325477.5,22207898.22,33065726.5,26043397.37,0.0,201483578.25,0.0,,0.0381218219102719,,0.145380102058547,,0.105614198955834,,0.0966556892404327,,,0.167569252472663,0.145380102058547,0.03538010205854701,ATENCAO
Banco Pine,C0080374,202503,2025-03-01,2025,1,2025Q1,321489059.09,,12859562363.54,105494076.6,469027200.37,1214626040.69,,27974786042.46,75209189.02,1320120117.29,,1789147317.66,1478694288.47,10388596235.89,,,992271839.18,409447.63,102330217.39,5915.75,49103044.49,681903401.54,158519812.38,0.0,,0.0471896412464541,,0.139129720520869,,0.102656690793216,,0.0944531397222165,,,0.164879638662633,0.139129720520869,0.029129720520869,ATENCAO
Banco Pine,C0080374,202506,2025-06-01,2025,2,2025Q2,334020927.0,,13360837079.91,105922313.82,525037676.63,1250913912.26,,30278579197.04,20626782.79,1356836226.08,,1881873902.71,1478694288.47,11196805287.17,,,685337504.27,438116.25,33168663.73,5821.5,38501557.13,425795699.65,187427646.01,0.0,,0.0448117534594438,,0.14085000000035,,0.1015532348733,,0.0936254146935849,,,0.152255229507626,0.14085000000035,0.03085000000035,ATENCAO
Banco Pine,C0080374,202509,2025-09-01,2025,3,2025Q3,363078715.73,,14523148629.1,106481944.86,521155404.72,1356139339.18,,30852305282.63,140140272.97,1462621284.04,,1983776688.76,1457809548.29,12269933499.81,,,795405581.0,14432674.25,40098164.98,5922.88,79606273.0,486426295.64,174836250.25,0.0,,0.0474071960147323,,0.136594118770162,,0.100709654730748,,0.0933777773548848,,,0.0817342833186282,0.136594118770162,0.026594118770162004,ATENCAO
