NomeBanco,CodInst,AnoMes,DataRef,Ano,Trimestre,AnoTri,"Ajuste a Valor Justo 
(e4)","Ajuste a Valor Justo 
(g4)","Aplicações Interfinanceiras de Liquidez 
(b)","Arrendamento Mercantil Líquido de Provisão 
(e)","Arrendamento Mercantil a Receber 
(e1)","Ativo Permanente 
(j)","Ativo Total 
(k) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h) + (i) + (j)","Ativo Total 
(k) = (i) - (j)","Ativo Total Ajustado 
(i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h)","Credores por Antecipação de Valor Residual 
(e3)","Credores por Antecipação de Valor Residual 
(j)","Disponibilidades 
(a)","Hedge de Valor Justo 
(e3)","Hedge de Valor Justo 
(f3)","Hedge de Valor Justo 
(g3)","Imobilizado de Arrendamento 
(e2)",Instrumentos Derivativos (d),"Operações de Arrendamento Financeiro 
(f)","Operações de Crédito 
(d1)","Operações de Crédito 
(e)","Operações de Crédito Líquidas de Provisão 
(d)","Outras Operações com Características de Concessão de Crédito 
(g)","Outros Ativos Realizáveis 
(g)","Outros Ativos Realizáveis 
(i)","Outros Créditos - Líquido de Provisão 
(f)","Perda Esperada 
(e2)","Perda Esperada 
(f2)","Perda Esperada 
(g2)","Perda Esperada 
(h2)","Permanente Ajustado 
(h)","Provisão sobre Arrendamento Mercantil 
(e4)","Provisão sobre Operações de Crédito 
(d2)","TVM e Instrumentos Financeiros Derivativos 
(c)","Títulos e Valores Mobiliários 
(c)","Valor Contábil Bruto 
(e1)","Valor Contábil Bruto 
(f1)","Valor Contábil Bruto 
(g1)","Valor Contábil Bruto 
(h1)","Valores a Receber de Transações de Pagamentos - Usuários Finais (Pós-pago) 
(h)"
Banco Original,92894922,202412,2024-12-01,2024,4,2024Q4,,,639643649.55,0.0,0.0,,,28399599551.0,28399599551.0,0.0,0.0,153876192.23,,,,0.0,,,11349786004.94,,9838450516.88,,1446841903.74,,7781975018.1,,,,,371509519.51,0.0,-1511335488.06,8167302750.99,,,,,,
Banco Original,92894922,202503,2025-03-01,2025,1,2025Q1,0.0,0.0,758343962.35,,,358833148.52,28945580186.32,,,,,25722777.89,19283961.0,0.0,0.0,,284813742.44,0.0,,8508114680.18,,3865930077.06,,6415993665.55,,-2817653380.34,0.0,-36839125.77,0.0,,,,,8727828132.33,11306484099.52,0.0,3902769202.83,0.0,0.0
Banco Original,92894922,202506,2025-06-01,2025,2,2025Q2,0.0,0.0,754837369.43,,,393123389.56,30583907472.57,,,,,4354417.39,19120435.0,0.0,0.0,,411749298.32,0.0,,8861886505.75,,4013411094.4,,5749486745.38,,-2537345315.6,0.0,-42269220.17,0.0,,,,,10395058652.34,11380111386.35,0.0,4055680314.57,0.0,0.0
Banco Original,92894922,202509,2025-09-01,2025,3,2025Q3,0.0,0.0,788434694.6,,,415348054.13,33578473409.41,,,,,2835224.88,14701687.0,0.0,0.0,,366055300.67,0.0,,9225433374.38,,4355754271.81,,6913394405.29,,-2045563757.69,0.0,-45811514.4,0.0,,,,,11511218083.65,11256295445.07,0.0,4401565786.21,0.0,0.0
Banco Pine,62144175,201903,2019-03-01,2019,1,2019Q1,,,621144055.71,0.0,0.0,,,9556932204.64,9556932204.64,0.0,0.0,185443463.33,,,,0.0,,,2753411180.08,,2406437677.76,,515932927.09,,1244653278.13,,,,,687887169.64,0.0,-346973502.32,3895433632.98,,,,,,
Banco Pine,62144175,201906,2019-06-01,2019,2,2019Q2,,,620487902.03,0.0,0.0,,,10368990624.67,10368990624.67,0.0,0.0,97648395.81,,,,0.0,,,2686737131.27,,2390245883.46,,539640234.18,,1609188284.89,,,,,755773354.78,0.0,-296491247.81,4356006569.52,,,,,,
Banco Pine,62144175,201909,2019-09-01,2019,3,2019Q3,,,239348967.84,0.0,0.0,,,10187895830.32,10187895830.32,0.0,0.0,195942875.13,,,,0.0,,,2746626472.37,,2439495768.55,,489090270.93,,1713640222.05,,,,,759917470.6,0.0,-307130703.82,4350460255.22,,,,,,
Banco Pine,62144175,201912,2019-12-01,2019,4,2019Q4,,,37592470.43,0.0,0.0,,,10272648572.58,10272648572.58,0.0,0.0,99612598.73,,,,0.0,,,2998529797.32,,2619470017.81,,469007987.5,,1602840717.08,,,,,760065581.3,0.0,-379059779.51,4684059199.73,,,,,,
Banco Pine,62144175,202003,2020-03-01,2020,1,2020Q1,,,110175130.87,0.0,0.0,,,11387931613.3,11387931613.3,0.0,0.0,221615082.02,,,,0.0,,,2788940481.09,,2450931451.0,,453775593.37,,1793246448.67,,,,,747754312.0,0.0,-338009030.09,5610433595.37,,,,,,
Banco Pine,62144175,202006,2020-06-01,2020,2,2020Q2,,,102998741.88,0.0,0.0,,,11896875244.55,11896875244.55,0.0,0.0,220088910.99,,,,0.0,,,2341005325.72,,2120445162.96,,464724885.58,,1905864130.04,,,,,746308189.76,0.0,-220560162.76,6336445223.34,,,,,,
Banco Pine,62144175,202009,2020-09-01,2020,3,2020Q3,,,11251908.54,0.0,0.0,,,12259189560.58,12259189560.58,0.0,0.0,193534274.7,,,,0.0,,,2654998203.76,,2434774766.36,,456589455.96,,1945611577.4,,,,,687962862.36,0.0,-220223437.4,6529464715.26,,,,,,
Banco Pine,62144175,202012,2020-12-01,2020,4,2020Q4,,,75342607.48,0.0,0.0,,,13796149632.5,13796149632.5,0.0,0.0,163435502.45,,,,0.0,,,3245964733.45,,2966158809.15,,422665646.57,,1971541684.5,,,,,682187967.37,0.0,-279805924.3,7514817414.98,,,,,,
Banco Pine,62144175,202103,2021-03-01,2021,1,2021Q1,,,12310155.04,0.0,0.0,,,14437300588.94,14437300588.94,0.0,0.0,306689696.85,,,,0.0,,,3544974073.98,,3280254873.72,,423572129.15,,2058580311.9,,,,,685835575.12,0.0,-264719200.26,7670057847.16,,,,,,
Banco Pine,62144175,202106,2021-06-01,2021,2,2021Q2,,,8157213.47,0.0,0.0,,,14786635445.06,14786635445.06,0.0,0.0,141565667.45,,,,0.0,,,3547781253.88,,3318568679.93,,365357719.17,,2058001246.78,,,,,732950088.7,0.0,-229212573.95,8162034829.56,,,,,,
Banco Pine,62144175,202109,2021-09-01,2021,3,2021Q3,,,78245473.28,0.0,0.0,,,14794875429.31,14794875429.31,0.0,0.0,259727770.66,,,,0.0,,,3513976810.26,,3295244493.13,,366433653.7,,1911557241.01,,,,,724980564.05,0.0,-218732317.13,8158686233.48,,,,,,
Banco Pine,62144175,202112,2021-12-01,2021,4,2021Q4,,,93012475.18,0.0,0.0,,,15378379890.46,15378379890.46,0.0,0.0,200903050.06,,,,0.0,,,3660816663.35,,3437783084.74,,346864502.15,,1897652487.6,,,,,765244295.19,0.0,-223033578.61,8636919995.54,,,,,,
Banco Pine,62144175,202203,2022-03-01,2022,1,2022Q1,,,97368249.75,0.0,0.0,,,15187274941.22,15187274941.22,0.0,0.0,103445443.03,,,,0.0,,,3592209090.9,,3378174254.69,,342548113.75,,1853034819.18,,,,,758301001.42,0.0,-214034836.21,8654403059.4,,,,,,
Banco Pine,62144175,202206,2022-06-01,2022,2,2022Q2,,,99052302.95,0.0,0.0,,,14687093904.03,14687093904.03,0.0,0.0,143886888.99,,,,0.0,,,3332629960.17,,3095687302.29,,418814380.54,,1972973410.29,,,,,760328556.62,0.0,-236942657.88,8196351062.35,,,,,,
Banco Pine,62144175,202209,2022-09-01,2022,3,2022Q3,,,185668882.81,0.0,0.0,,,15137172575.67,15137172575.67,0.0,0.0,56359828.58,,,,0.0,,,3956534033.89,,3719545681.41,,439522683.93,,2021993797.39,,,,,767425310.82,0.0,-236988352.48,7946656390.73,,,,,,
Banco Pine,62144175,202212,2022-12-01,2022,4,2022Q4,,,382891783.31,0.0,0.0,,,16353205852.31,16353205852.31,0.0,0.0,85294569.63,,,,0.0,,,4685829830.28,,4442672345.44,,448178075.39,,2043653633.96,,,,,751088005.6,0.0,-243157484.84,8199427438.98,,,,,,
Banco Pine,62144175,202303,2023-03-01,2023,1,2023Q1,,,447593498.07,0.0,0.0,,,18012400521.11,18012400521.11,0.0,0.0,78585121.62,,,,0.0,,,5385828990.41,,5112264638.21,,343353055.43,,2212285040.01,,,,,741229425.18,0.0,-273564352.2,9077089742.59,,,,,,
Banco Pine,62144175,202306,2023-06-01,2023,2,2023Q2,,,478470955.15,0.0,0.0,,,17973233342.96,17973233342.96,0.0,0.0,51680751.43,,,,0.0,,,5999180612.11,,5724965353.99,,347780003.39,,2262634824.67,,,,,768655211.17,0.0,-274215258.12,8339046243.16,,,,,,
Banco Pine,62144175,202309,2023-09-01,2023,3,2023Q3,,,518248850.07,0.0,0.0,,,19785932942.21,19785932942.21,0.0,0.0,62011325.37,,,,0.0,,,6416065701.45,,6105640559.38,,366705110.57,,2456521301.21,,,,,769985612.38,0.0,-310425142.07,9506820183.23,,,,,,
Banco Pine,62144175,202312,2023-12-01,2023,4,2023Q4,,,580230917.91,0.0,0.0,,,21699470750.37,21699470750.37,0.0,0.0,28712223.13,,,,0.0,,,6768639888.26,,6588947922.89,,356054185.49,,2421637312.52,,,,,781146152.72,0.0,-179691965.37,10942742035.71,,,,,,
Banco Pine,62144175,202403,2024-03-01,2024,1,2024Q1,,,639666519.24,0.0,0.0,,,24431176817.83,24431176817.83,0.0,0.0,14300385.24,,,,0.0,,,8759975954.08,,8580566985.82,,378796709.2,,2338407771.76,,,,,859228668.0,0.0,-179408968.26,11620209778.57,,,,,,
Banco Pine,62144175,202406,2024-06-01,2024,2,2024Q2,,,1100496218.46,0.0,0.0,,,25141822769.74,25141822769.74,0.0,0.0,56566888.23,,,,0.0,,,8588989852.36,,8398867661.85,,376763038.67,,2630495108.64,,,,,900549355.26,0.0,-190122190.51,11678084498.63,,,,,,
Banco Pine,62144175,202409,2024-09-01,2024,3,2024Q3,,,1047460648.61,0.0,0.0,,,25575891454.78,25575891454.78,0.0,0.0,59916524.25,,,,0.0,,,9228611731.89,,9036375788.48,,348136443.32,,2546530536.36,,,,,964349609.94,0.0,-192235943.41,11573121903.82,,,,,,
Banco Pine,62144175,202412,2024-12-01,2024,4,2024Q4,,,2376898060.37,0.0,0.0,,,27877974362.49,27877974362.49,0.0,0.0,55877896.02,,,,0.0,,,8368830063.62,,8171410858.79,,368199290.23,,2852609373.19,,,,,999284485.87,0.0,-197419204.83,13053694398.02,,,,,,
Banco Pine,62144175,202503,2025-03-01,2025,1,2025Q1,0.0,0.0,475363552.6,,,1007230902.55,28194741423.89,,,,,40888562.67,-315725673.25,0.0,0.0,,1756583368.67,0.0,,9970738231.86,,473136385.68,,2625124385.94,,-437589658.67,0.0,-41839798.94,-17686.54,,,,,11828523929.65,10724053563.78,0.0,514976184.62,17169790.81,17152104.27
Banco Pine,62144175,202509,2025-09-01,2025,3,2025Q3,319955350.9,0.0,342923147.1,,,858843329.97,30771937067.21,,,,,44626387.1,-101427978.65,0.0,0.0,,1224358562.67,0.0,,11517418555.49,,601379070.18,,2327830373.81,,-530741056.82,0.0,-46450712.69,-564533.15,,,,,13821203069.61,11829632240.06,0.0,647829782.87,33919104.43,33354571.28
